NIF,Filial propietaria directa,Inmuebles,Matriz,Sede empresa matriz,Sociedad intermedia utilizada,Sede sociedad utilizada,Tipo sociedad utilizada,Administración,Sector,Subsector,Fuente,Fuente 2,Fuente 3,Fuente 4,Fuente 5,Fuente 6,Fuente 7,Fuente 8
B86897865,"PROMOCIONES RADENTE, S.L.",398,Promociones Radente SL,España,Promociones Radente SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
A28158053,"PROMOCIONES Y CONSTRUCCIONES PYC, PRYCONSA, S.A.",115,"Promociones y Construcciones Pyc, Pryconsa SA",España,"Promociones y Construcciones Pyc, Pryconsa SA",España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
A48249536,"PROMOCIONES.E INVERSIONES CAMPO REAL, S.A.",64,Promociones e Inversiones Campo Real SA,España,Promociones e Inversiones Campo Real SA,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67479451,"PROMONTORIA COLISEUM REAL ESTATE, S.L.",665,Cerberus,Estados Unidos,Cerberus Global Investments B.V.,Países Bajos ,Empresa privada,NA,Entidades financieras,Fondos de inversión,https://www.boe.es/borme/dias/2020/01/28/pdfs/BORME-A-2020-18-08.pdf,http://www.cnmv.es/AUDITA/2019/18288.pdf,NA,NA,NA,NA,NA,NA
B67479469,"PROMONTORIA COLISEUM RESIDENTIAL, S.L.U.",317,Cerberus,Estados Unidos,Promontoria Holding 226 B.V.,Países Bajos ,Empresa privada,NA,Entidades financieras,Fondos de inversión,https://www.boe.es/borme/dias/2020/01/28/pdfs/BORME-A-2020-18-08.pdf,https://www.boe.es/borme/dias/2018/10/01/pdfs/BORME-A-2018-189-28.pdf,NA,NA,NA,NA,NA,NA
A01710227,"PROMONTORIA MACC RE SOCIMI, S.A. ",284,Cerberus,Estados Unidos,Promontoria Mahou Designated Activity Company,Irlanda,Socimi,NA,Entidades financieras,Fondos de inversión,https://www.boe.es/borme/dias/2021/12/16/pdfs/BORME-A-2021-239-28.pdf,https://www.boe.es/borme/dias/2021/10/11/pdfs/BORME-A-2021-196-28.pdf,https://www.boe.es/borme/dias/2022/07/01/pdfs/BORME-A-2022-125-28.pdf,https://www.1x1socimi.es/Information%20Document%20MACC%201x1_Executed.pdf,NA,NA,NA,NA
B87981999,"PROPERTY LEASES FTS MADRID, S.L.",471,Property Leases FTS Madrid,España,Property Leases FTS Madrid,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B78561099,"PROREYMON, S.L.",59,Proreymon SL,España,Proreymon SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B85089043,PRYGECAM MÓSTOLES VIVIENDA JOVEN S.L.,85,Blackstone,Estados Unidos,Spanish Residential (Reit) Holdco SARL,Luxemburgo,Socimi,NA,Entidades financieras,Fondos de inversión,https://www.boe.es/borme/dias/2013/09/11/pdfs/BORME-A-2013-173-28.pdf,https://www.boe.es/borme/dias/2019/11/20/pdfs/BORME-A-2019-223-28.pdf,https://www.boe.es/borme/dias/2019/02/12/pdfs/BORME-A-2019-29-28.pdf,http://www.fidere-socimi.com/wp-content/uploads/2016/01/Fidere-SOCIMI_Final_Version_English.pdf,NA,NA,NA,NA
A79266375,"PURIMAR, S.A.",67,Purimar SA,España,Purimar SA,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
V84283837,PURISIMA CONCEPCION MUTUALIDAD DE PREVISIÓN SOCIAL A PRIMA FIJA,53,Purísima Seguros,España,Purísima Seguros,España,Empresa privada,NA,Seguros,NA,https://www.purisimamps.es/aviso_legal.php,NA,NA,NA,NA,NA,NA,NA
A87648655,"QUID PRO QUO ALQUILER SEGURO SOCIMI, S.A.",126,Explotación de Negocios y actividades comerciales SL,España,Explotación de Negocios y actividades comerciales SL,España,Socimi,NA,Entidades financieras,Compraventa de participaciones,https://www.boe.es/borme/dias/2018/04/25/pdfs/BORME-A-2018-8,https://www.boe.es/borme/dias/2013/10/04/pdfs/BORME-A-2013-190-28.pdf,https://www.boe.es/borme/dias/2013/09/23/pdfs/BORME-A-2013-181-28.pdf,https://alquilersegurogrupo.com/,NA,NA,NA,NA
V28262988,REAL E ILUSTRE CONGREGACION DEL SANTÍSIMO SACRAMENTO Y SANTO ENTIERRO,84,Sanen Mutua,España,Sanen Mutua,España,Empresa privada,NA,Seguros,NA,https://sanenmutua.es/quienes-somos-seguro-decesos/,NA,NA,NA,NA,NA,NA,NA
B84914530,REALIA,142,FCC,España,Realia,España,Empresa privada,NA,Otros,Obras públicas,"https://www.realia.es/uploads/accionistas_inversores/informacion_economico_financiera/Informes_Anuales/Informe%20y%20Estados%20Financieros%20Consolidados%20Realia%20Business,%20S.A.%202022.pdf",NA,NA,NA,NA,NA,NA,NA
B78561883,"REGATO, S. L.,",59,Regato SL,España,Regato SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
A86868189,"RENFE VIAJEROS, S.A.",113,Renfe,España,Renfe,España,Empresas públicas o administraciones,Administración central,Otros,Infraestructuras ferroviarias,NA,NA,NA,NA,NA,NA,NA,NA
V85593366,"RENTA GESTION AUXILIAR 2009, A. I. E.,",265,Renta Gestión Auxiliar 2009,España,Renta Gestión Auxiliar 2009,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
E87936118,RENTA Y SERVICIOS C.B.,60,Renta y Servicios C.B.,España,Renta y Servicios C.B.,España,"Comunidad de bienes, de propietarios y herencias yacentes",NA,"Comunidad de bienes, de propietarios y herencias yacentes",NA,NA,NA,NA,NA,NA,NA,NA,NA
B80677099,"RENTUR, RENTA URBANA S.L.",364,Rentur Patrimonial,España,Rentur Patrimonial,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
A28238988,"REYAL URBIS, S.A.",172,Reyal Urbis,España,Reyal Urbis,España,Empresa privada,NA,Inmobiliaria,NA,http://www.reyalurbis.com/,https://www.boe.es/borme/dias/2012/09/24/pdfs/BORME-A-2012-184-28.pdf,NA,NA,NA,NA,NA,NA
B87504379,RHINO REAL ESTATE S.L,120,Rhino Real Estate,España,Rhino Real Estate,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B87914321,"RIV CORREDOR 1, S.L.",89,Afiens Legal SLP,España,Afiens Legal SLP,España,Empresa privada,NA,Consultoría,NA,https://www.boe.es/borme/dias/2018/01/23/pdfs/BORME-A-2018-16-28.pdf,https://www.boe.es/borme/dias/2018/01/25/pdfs/BORME-A-2018-18-28.pdf,https://www.boe.es/borme/dias/2018/01/24/pdfs/BORME-A-2018-17-28.pdf,https://www.boe.es/borme/dias/2017/09/05/pdfs/BORME-A-2017-169-28.pdf,NA,NA,NA,NA
B88040860,"RIVERSIDE APARTMENTS 2018, S.L.",94,Riverside Investments 2018 SA,España,Riverside Investments 2018 SA,España,Empresa privada,NA,Inmobiliaria,NA,https://www.boe.es/borme/dias/2018/07/23/pdfs/BORME-A-2018-140-28.pdf,NA,https://bwre.es/es/empresa/,NA,NA,NA,NA,NA
B86554508,"RUCABADO, ESPACIOS EN MADRID S.L.",53,"Rucabado, Espacios en Madrid SL",España,"Rucabado, Espacios en Madrid SL",España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
A28167567,"RUTHERFORD ESPAÑOLA, S.A.",61,Rutherford Española SA,España,Rutherford Española SA,España,Empresa privada,NA,Construcción,Construcción de piscinas,NA,NA,NA,NA,NA,NA,NA,NA
A79044061,S.A. (AYTRE SA),66,Arquitectura y Técnicas de Restauración SA,España,Arquitectura y Técnicas de Restauración SA,España,Empresa privada,NA,Construcción,NA,NA,NA,NA,NA,NA,NA,NA,NA
A08197931,"SABA APARCAMIENTOS, S.A.",59,CaixaBank,España,CaixaBank,España,Empresa privada,NA,Entidades financieras,Banca,https://www.sabagroup.com/downloads/presentaciocorporativa_cat.pdf,https://www.criteriacaixa.com/cartera-de-inversiones/cartera-industrial-y-de-servicios/saba-infraestructuras/,NA,NA,NA,NA,NA,NA
A63379085,"SABADELL PATRIMONIO INMOBILIARIO, S.A.U.",118,Banco Sabadell,España,Banco Sabadell,España,Empresa privada,NA,Entidades financieras,Banca,https://www.boe.es/borme/dias/2014/12/16/pdfs/BORME-A-2014-239-08.pdf,NA,NA,NA,NA,NA,NA,NA
B82467200,"SADEPRO PROYECTOS, S.L.",70,Sadepro Proyectos SL,España,Sadepro Proyectos SL,España,Empresa privada,NA,Construcción,NA,NA,NA,NA,NA,NA,NA,NA,NA
A87093902,"SAINT CROIX HOLDING IMMOBILIER SOCIMI, S.A.",194,Saint Croix,España,Saint Croix,España,Socimi,NA,Inmobiliaria,NA,https://www.saintcroixhi.com/la-sociedad/,NA,NA,NA,NA,NA,NA,NA
A23055262,"SAKAY SPORT, S.A.",52,Sakay Sport SA,España,Sakay Sport SA,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B01914787,"SANMAICO INVERSIONES, S.L.",70,Sanmaico Inversiones SL,España,Sanmaico Inversiones SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B83271528,"SANZALUR, S.L.",58,Sanzalur SL,España,Sanzalur SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
E78215431,"SATURNINO MORALES SOLER Y HERMANOS MORALES VALERO, C.B.",94,Saturnino Morales Soler y Hermanos Morales Valero CB,España,Saturnino Morales Soler y Hermanos Morales Valero CB,España,"Comunidad de bienes, de propietarios y herencias yacentes",NA,"Comunidad de bienes, de propietarios y herencias yacentes",NA,NA,NA,NA,NA,NA,NA,NA,NA
B83689083,"SEAN ALTAVIRA, S.L.",97,Sean Altavira SL,España,Sean Altavira SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
A87311361,SERRANO 61 DESARROLLO SOCIMI S.A.,54,Banca March,España,Alice Re Holding SL,España,Socimi,NA,Entidades financieras,Banca,https://www.bmegrowth.es/docs/documentos/Otros/2018/03/SERRA_Folleto_20180328.pdf,https://www.boe.es/borme/dias/2015/07/21/pdfs/BORME-A-2015-136-28.pdf,NA,NA,NA,NA,NA,NA
A28818623,"SIJO HERAC, S.A.",82,Sijo Herac SA,España,Sijo Herac SA,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B85888469,SOCIEDAD CONCESIONARIA R.U. VICALVARO S.L.,209,Sociedad Concesionaria R.U. Vicálvaro,España,Sociedad Concesionaria R.U. Vicálvaro,España,Empresa privada,NA,Inmobiliaria,Residencias universitarias,NA,NA,NA,NA,NA,NA,NA,NA
A86602158,SOCIEDAD GESTION ACTIVOS PROCEDENTES REESTRUCTURACION BANCARIA. SAREB,1132,Sareb,España,SOCIEDAD GESTION ACTIVOS PROCEDENTES REESTRUCTURACION BANCARIA. SAREB,España,Empresas públicas o administraciones,Administración central,Entidades financieras,Sociedad de gestión de activos,NA,NA,NA,NA,NA,NA,NA,NA
B79117073,"SOCIEDAD INMOBILIARIA LAS BALLINAS, S.L.",64,Sociedad Inmobiliaria Las Balleas SL,España,Sociedad Inmobiliaria Las Balleas SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B88049507,"SOFILA INVESTMENTS 2018, S.L.U.",63,Blackstone,Estados Unidos,Alzette Investment SARL,Luxemburgo,Soparfi,NA,Entidades financieras,Fondos de inversión,https://www.boe.es/borme/dias/2021/08/13/pdfs/BORME-A-2021-155-28.pdf,https://www.boe.es/borme/dias/2020/08/27/pdfs/BORME-A-2020-166-28.pdf,https://civio.box.com/s/l9bkrabf7zh0cr9nids0vgtxyx9kcw6q,https://civio.box.com/s/dt8ppn173codrc85qoc9sqqgr8nnar1n,https://civio.box.com/s/mtfswjf762j9e4z7jeze43n6owzdcdrl,https://civio.box.com/s/o0d4yarehtbqgk7fk5rhrboxgbij6czh,NA,NA
B48734826,"SOLPRIGA, S.L",55,Solpriga SL,España,Solpriga SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B87460598,"SUITE ROOM MADRID, S.L.",51,Suite Room Madrid SL,España,Suite Room Madrid SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B80935695,"TAINSA ADMINISTRACIONES, S.L.",78,Tainsa Administraciones SL,España,Tainsa Administraciones SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B66228768,"TAURO REAL ESTATE, S.L.",333,Tauro Real Estate SL,España,Tauro Real Estate SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B88375456,"TECTUM REI MOSTOLES, S.L.",130,Hestia Mostoles SL,España,Hestia Mostoles SL,España,Empresa privada,NA,Inmobiliaria,NA,https://www.boe.es/borme/dias/2022/03/07/pdfs/BORME-A-2022-45-28.pdf,NA,NA,NA,NA,NA,NA,NA
B87358982,TEIDE ACQUISITIONS S.L.,75,Goldman Sachs,Estados Unidos,Montserrat Acquisitions LTD,Reino Unido,Empresa privada,NA,Entidades financieras,Fondos de inversión,https://www.boe.es/borme/dias/2023/04/25/pdfs/BORME-A-2023-78-28.pdf,https://civio.box.com/s/8cjlzgi39jdowt0mf2wj4pnn3t9phr77,NA,NA,NA,NA,NA,NA
E05301353,"TEIXIDOR, C.B.",75,Teixidor CB,España,Teixidor CB,España,"Comunidad de bienes, de propietarios y herencias yacentes",NA,"Comunidad de bienes, de propietarios y herencias yacentes",NA,NA,NA,NA,NA,NA,NA,NA,NA
A28015865,"TELEFONICA, S.A.(S.G.Patrimonio y distrito C)",154,Telefónica,España,Telefónica,España,Empresa privada,NA,Otros,Telecomunicaciones,NA,NA,NA,NA,NA,NA,NA,NA
A87870150,"TEMPORE PROPERTIES SOCIMI, S.A.",835,TPG,Estados Unidos,Tempore Holdings SCSp,Luxemburgo,Socimi,NA,Entidades financieras,Fondos de inversión,https://temporeproperties.es/wp-content/uploads/2022/03/20220308-Tempore-OIR-Informacion-Financiera-2021.pdf,https://civio.box.com/s/m52onnxxk21031aqcftwyb7yl0lrsn74,https://civio.box.com/s/8lvvfqhwa7a2f3omwihq3ctvquv43vat,https://civio.box.com/s/e0i3oes24ifubq63757l68tvvlxnp6br,NA,NA,NA,NA
A78825734,"TERRENOS , INDUSTRIAS Y ALMACENES S.A",359,"Terrenos, industrias y almacenes SA",España,"Terrenos, industrias y almacenes SA",España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
A28316107,"TERRENOS Y NAVES, S.A. "" TENASA""",71,Grupo Arenas,España,Grupo Arenas,España,Empresa privada,NA,Inmobiliaria,NA,https://navesarenas.es/,NA,NA,NA,NA,NA,NA,NA
Q2827003A,TESORERIA GENERAL SEGURIDAD SOCIAL,82,Tesorería General Seguridad Social,España,Tesorería General Seguridad Social,España,Empresas públicas o administraciones,Administración central,Otros,Seguridad Social,NA,NA,NA,NA,NA,NA,NA,NA
A82865890,"TESTA RESIDENCIAL SOCIMI, S.A.",5821,Blackstone,Estados Unidos,Tropic Holdco SARL,Luxemburgo,Socimi,NA,Entidades financieras,Fondos de inversión,https://www.cnmc.es/sites/default/files/2272271_5.pdf,https://www.boe.es/borme/dias/2019/07/15/pdfs/BORME-A-2019-133-28.pdf,NA,NA,NA,NA,NA,NA
B84828854,"TITOMON INVEST, S.L.",55,Titomon Invest SL,España,Titomon Invest SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
A78917440,"TORRE ESPACIO CASTELLANA, S.A.U.",50,Megaworld Corporation,Filipinas,Megaworld Land Singapore PTE LTD,Singapur,Socimi,NA,Inmobiliaria,NA,https://www.boe.es/borme/dias/2022/06/30/pdfs/BORME-A-2022-124-28.pdf,https://www.boe.es/borme/dias/2022/07/27/pdfs/BORME-A-2022-142-28.pdf,https://www.boe.es/borme/dias/2021/09/21/pdfs/BORME-A-2021-182-28.pdf,https://www.boe.es/borme/dias/2019/11/13/pdfs/BORME-A-2019-218-28.pdf,https://megaworldinternational.com/about/,https://megaworldinternational.com/contact/,NA,NA
A28273241,"TORRE RIOJA-MADRID, S.A.",85,Torre Rioja-Madrid Socimi,España,Torre Rioja-Madrid Socimi,España,Socimi,NA,Inmobiliaria,NA,https://www.boe.es/borme/dias/2020/03/19/pdfs/BORME-A-2020-55-28.pdf,NA,NA,NA,NA,NA,NA,NA
B87689303,"TRAFALGAR REAL ESTATE, S.L.",76,Anmavi Asset Management SL,España,Anmavi Asset Management SL,España,Empresa privada,NA,Entidades financieras,Compraventa de participaciones,https://www.boe.es/borme/dias/2021/03/16/pdfs/BORME-A-2021-51-28.pdf,https://www.boe.es/borme/dias/2021/06/08/pdfs/BORME-A-2021-107-28.pdf,NA,NA,NA,NA,NA,NA
A87251948,"TRAJANO IBERIA SOCIMI, S.A.",84,Ocorian Corporate Trustees (Jersey) Limited,Jersey,Ara Initial Limited,Reino Unido,Socimi,NA,Entidades financieras,Fondo de inversión,https://www.boe.es/borme/dias/2015/07/20/pdfs/BORME-A-2015-135-28.pdf,https://www.boe.es/borme/dias/2015/07/15/pdfs/BORME-A-2015-132-28.pdf,https://civio.box.com/s/d0qcbp1e1ukaq9c8pdqy9s5iweauxjb1,NA,NA,NA,NA,NA
A85604171,"TREE INVERSIONES INMOBILIARIAS,SOCIMI S.A.U.",154,BBVA,España,BBVA,España,Socimi,NA,Entidades financieras,Banca,https://www.boe.es/borme/dias/2022/06/30/pdfs/BORME-A-2022-124-28.pdf,NA,NA,NA,NA,NA,NA,NA
U85100790,U.T.E. VIVIENDAS MÓSTOLES SUR,97,Grupo Aldesa,España,Grupo Aldesa,España,Empresa privada,NA,Construcción,NA,http://www.aldesahome.com/uploads/promociones/18/pdf/MEMORIA_CALIDADES_MSTOLES_I.pdf,http://www.aldesahome.com/,NA,NA,NA,NA,NA,NA
B86369915,UNIBAIL-RODAMCO RETAIL SPAIN S.L.,405,Unibail-Rodamco-Westfiel SE,Francia,Unibail-Rodamco-Westfiel SE,Francia,Empresa privada,NA,Centros comerciales y mercados,NA,https://www.boe.es/borme/dias/2019/10/14/pdfs/BORME-A-2019-197-28.pdf,NA,NA,NA,NA,NA,NA,NA
A93139053,"UNICAJA BANCO, S.A.U",135,Unicaja,España,Unicaja,España,Empresa privada,NA,Entidades financieras,Banca,NA,NA,NA,NA,NA,NA,NA,NA
A39025515,"UNION DE CREDITOS INMOBILIARIOS, S.A.",128,Banco Santander,España,Banco Santander,España,Empresa privada,NA,Entidades financieras,Banca,https://www.uci.com/ficherosprotecciondatos/Estructura%20accionarial.pdf,NA,NA,NA,NA,NA,NA,NA
A28159119,"URBANIZADORA CONSTRUCTORA LEVANTINA, S.A.",291,Urcolesa,España,Urcolesa,España,Empresa privada,NA,Inmobiliaria,NA,http://www.urcolesa.com/html/aviso-legal,NA,NA,NA,NA,NA,NA,NA
A85206605,"URO PROPERTY HOLDINGS SOCIMI, S.A.",217,Banco Santander,España,Uro Property Holdings Socimi,España,Socimi,NA,Entidades financieras,Banca,https://www.boe.es/borme/dias/2014/11/20/pdfs/BORME-A-2014-222-28.pdf,https://www.bmegrowth.es/docs/documentos/InfPrivilegiada/2020/07/05059_InfPriv_20200723.pdf,NA,NA,NA,NA,NA,NA
A28145498,"URTINSA,S.A.",100,Urtinsa SA,España,Urtinsa SA,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B84124908,"VALAISE, S.L.U.",88,FCC,España,Realia,España,Empresa privada,NA,Otros,Obras públicas,"https://www.realia.es/uploads/accionistas_inversores/informacion_economico_financiera/Informes_Anuales/Informe%20y%20Estados%20Financieros%20Consolidados%20Realia%20Business,%20S.A.%202022.pdf",NA,NA,NA,NA,NA,NA,NA
B86368271,"VALDEMARCOS EUROPEA, S.L.",52,Valdemarcos Europea SL,España,Valdemarcos Europea SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B81216848,"VALDEPALITOS, S.L.",60,Valdepalitos SL,España,Valdepalitos SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B60815503,VALUE RETAIL MADRID S.L.,102,Hammerson,Reino Unido,VR European Holding BV,Países Bajos,Empresa privada,NA,Entidades financieras,Fondos de inversión,https://www.annualreports.com/HostedData/AnnualReports/PDF/LSE_HMSO_2021.pdf,NA,NA,NA,NA,NA,NA,NA
A87200598,"VBARE IBERIAN PROPERTIES SOCIMI, S.A.",349,Value Base LTD,Israel,Value Base LTD,Israel,Socimi,NA,Entidades financieras,Banca,https://www.boe.es/borme/dias/2015/09/23/pdfs/BORME-A-2015-182-28.pdf,NA,NA,NA,NA,NA,NA,NA
B81842841,"VERGARA 12, S.L.",80,Vergara 12 SL,España,Vergara 12 SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B28290799,"VERONA, S.L.",100,Verona SL,España,Verona SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B87152682,"VESA SOLUCIONES INMOBILIARIAS, S.L.",97,La Vivienda Económica SA,España,La Vivienda Económica SA,España,Empresa privada,NA,Inmobiliaria,NA,https://www.boe.es/borme/dias/2014/12/31/pdfs/BORME-A-2014-249-28.pdf,NA,NA,NA,NA,NA,NA,NA
B83939892,"VIAL 510, S.L.",55,Vial 510 SL,España,Vial 510 SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B83793265,"VICOFER INVERSIONES, S.L.",70,Vicofer Inversiones SL,España,Vicofer Inversiones SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B36005007,VIRIAMARCA S.L.,98,Viriamarca SL,España,Viriamarca SL,España,Empresa privada,NA,Inmobiliaria,Cine,NA,NA,NA,NA,NA,NA,NA,NA
A87028932,"VITRUVIO REAL ESTATE SOCIMI, S.A.",214,Vitruvio Real Estate Socimi,España,Vitruvio Real Estate Socimi,España,Socimi,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
B88391370,"VIVENIO BETA, S.L.U.",634,Renta Corporación,España,"Vivenio Residencial Socimi, S.A.",España,Socimi,NA,Inmobiliaria,NA,https://www.rentacorporacion.com/es/vivenio-socimi/,https://www.boe.es/borme/dias/2019/09/16/pdfs/BORME-A-2019-177-28.pdf,NA,NA,NA,NA,NA,NA
A87805768,"VIVENIO RESIDENCIAL SOCIMI, S.A.",2215,Renta Corporación,España,Renta Corporación Real Estate,España,Socimi,NA,Inmobiliaria,NA,https://www.rentacorporacion.com/es/vivenio-socimi/,https://www.boe.es/borme/dias/2017/06/15/pdfs/BORME-A-2017-112-28.pdf,NA,NA,NA,NA,NA,NA
B85535540,"VIVIENDAS Y DERIVADOS 2001, S.L.",62,Viviendas y Derivados 2001 SL,España,Viviendas y Derivados 2001 SL,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
A28087443,VIZADI S.A.,57,Anmavi Asset Management SL,España,Anmavi Asset Management SL,España,Empresa privada,NA,Entidades financieras,Compraventa de participaciones,https://www.boe.es/borme/dias/2021/09/02/pdfs/BORME-A-2021-169-28.pdf,https://www.boe.es/borme/dias/2021/06/08/pdfs/BORME-A-2021-107-28.pdf,https://www.boe.es/borme/dias/2021/06/08/pdfs/BORME-A-2021-107-28.pdf,https://www.boe.es/borme/dias/2022/11/24/pdfs/BORME-A-2022-224-28.pdf,NA,NA,NA,NA
E80759004,"YEGRO SEGOVIA EUGENIO, Y OTROS C.B.",50,Yegro Segovia Eugenio y otros CB,España,Yegro Segovia Eugenio y otros CB,España,"Comunidad de bienes, de propietarios y herencias yacentes",NA,"Comunidad de bienes, de propietarios y herencias yacentes",NA,NA,NA,NA,NA,NA,NA,NA,NA
A28150589,"ZAPATA, S.A.",69,Zapata SA,España,Zapata SA,España,Empresa privada,NA,Inmobiliaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
E81064826,"ZAZO HERMANOS, C.B.",57,Zazo Hermanos C.B.,España,Zazo Hermanos C.B.,España,"Comunidad de bienes, de propietarios y herencias yacentes",NA,"Comunidad de bienes, de propietarios y herencias yacentes",NA,NA,NA,NA,NA,NA,NA,NA,NA
